指標,中位數,P75,P90,最大
推薦率最大差距(百分點),6.205102713334432,9.280739979815223,12.705663666466904,42.119338113884645
評分最大差距(星),0.19033946964784665,0.27876407028134986,0.3722651113549298,1.1648209363302948
