brand,配對數,有瀏覽,有加購,有移除,有購買,瀏覽且加購,瀏覽加購且購買,瀏覽→加購%,加購→購買%,加購後放棄%,放棄配對數,無瀏覽直接加購%
nitrile,3109.0,1487.0,1359.0,778.0,465.0,276.0,50.0,18.560860793544048,19.205298013245034,80.79470198675497,1098.0,79.69094922737307
dizao,15432.0,7471.0,6904.0,3207.0,2186.0,1454.0,311.0,19.461919421764154,19.20625724217845,80.79374275782155,5578.0,78.93974507531865
ellips,2907.0,2323.0,671.0,267.0,205.0,273.0,55.0,11.752044769694361,19.225037257824145,80.77496274217586,542.0,59.31445603576751
smart,24365.0,13034.0,10434.0,5573.0,3801.0,3249.0,592.0,24.927113702623906,19.273528847996932,80.72647115200307,8423.0,68.86141460609547
eunyul,5925.0,1663.0,3383.0,1540.0,1132.0,350.0,62.0,21.04630186410102,19.361513449600945,80.63848655039905,2728.0,89.65415311853384
shary,12224.0,6453.0,5318.0,2376.0,1750.0,1507.0,320.0,23.353479002014566,19.481007897705904,80.51899210229409,4282.0,71.6622790522753
inm,2352.0,1700.0,705.0,291.0,247.0,284.0,68.0,16.705882352941178,19.574468085106382,80.42553191489363,567.0,59.716312056737586
elskin,4353.0,1606.0,2327.0,1056.0,755.0,429.0,99.0,26.71232876712329,19.767941555651053,80.23205844434895,1867.0,81.56424581005587
italwax,148119.0,95329.0,50199.0,21746.0,16972.0,13060.0,2642.0,13.699923423092658,19.864937548556743,80.13506245144325,40227.0,73.98354548895396
grace,2165.0,1810.0,442.0,198.0,133.0,212.0,35.0,11.712707182320441,19.90950226244344,80.09049773755656,354.0,52.03619909502263
trind,14239.0,13554.0,880.0,409.0,263.0,430.0,79.0,3.1724952043677144,20.34090909090909,79.6590909090909,701.0,51.13636363636363
gehwol,4567.0,3282.0,1310.0,667.0,422.0,506.0,124.0,15.417428397318709,20.610687022900763,79.38931297709924,1040.0,61.37404580152672
veraclara,848.0,537.0,325.0,112.0,103.0,96.0,14.0,17.877094972067038,20.615384615384617,79.38461538461539,258.0,70.46153846153847
biofollica,2301.0,2052.0,348.0,123.0,122.0,185.0,43.0,9.01559454191033,20.689655172413794,79.3103448275862,276.0,46.839080459770116
nitrimax,15984.0,11087.0,4713.0,2386.0,1677.0,1674.0,420.0,15.0987643185713,21.005728835136857,78.99427116486314,3723.0,64.48122215149587
depilflax,17620.0,11260.0,6221.0,2894.0,2073.0,1737.0,397.0,15.426287744227354,21.186304452660345,78.81369554733966,4903.0,72.0784439800675
profepil,825.0,575.0,233.0,118.0,78.0,56.0,11.0,9.73913043478261,21.45922746781116,78.54077253218884,183.0,75.9656652360515
balbcare,3684.0,2882.0,970.0,444.0,345.0,513.0,124.0,17.800138792505205,22.88659793814433,77.11340206185568,748.0,47.113402061855666
supertan,1340.0,494.0,777.0,267.0,282.0,136.0,27.0,27.530364372469634,23.809523809523807,76.19047619047619,592.0,82.4967824967825
ypsed,1788.0,1613.0,296.0,92.0,91.0,169.0,54.0,10.477371357718537,25.0,75.0,222.0,42.9054054054054
soleo,6219.0,2832.0,3177.0,1057.0,1220.0,545.0,129.0,19.244350282485875,25.77903682719547,74.22096317280453,2358.0,82.8454516839786
coifin,5002.0,4880.0,342.0,123.0,123.0,268.0,87.0,5.491803278688525,28.362573099415204,71.6374269005848,245.0,21.637426900584796
