月數,總 session 數,有購買的 session 數,session 購買轉換率,訂單數,總營收,平均訂單金額 AOV,訂單金額中位數,每筆訂單平均件數,平均商品單價,月均營收
5,4537136,156574,0.03450943502685395,156574,6348268.0,40.54484176635742,29.28999900817871,8.213253796926693,4.936513885886428,1269653.625
